,Code,Name,Code_1,Type,Realm,Inhabitant,Mapped,Crosslist,Comments,English,Westron,Quenya,Sindarin,Khuzdul,Rohirric,Other,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,SHAPE_Leng,SHAPE_Area,F15,Range,F30,Status,layer,path,River,Outflow,Tributary,Id,Name_1,Owner,F12,F13,Maker,Occupant,Created,geometry
192,MT041,Mountains of Mirkwood,MT041,Range,Mirkwood,Elves (previously); Spiders and evil creatures,x,,,Mountains of Mirkwood,,,"Emyn Duir (""the Dark Mountains""); Emyn-nu-Fuin (""the Mountains of Mirkwood"")",,,,,,,,,,,,,,,,,,1328482.661,4321728640,,Mountains of Mirkwood,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (4015861.979207634 2777792.5806452064)
193,MT007,Celebdil,MT007,Mountain,Khazad-dûm,,,,One of the Mountains of Moria,Silvertine,Silvertine,,Celebdil,Zirakzigil,,,,,,,,,,,,,,,,,1021751.498,1925026085,,Misty Mountains,,Proposed,Mountains_of_Moria,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains_of_Moria.shp,,,,,,,,,,,,POINT (3652882.1371892244 2615974.080893185)
194,MT006,Caradhras,MT006,Mountain,Khazad-dûm,Mountain is actively hostile,,,One of the Mountains of Moria,Redhorn,Redhorn,,Caradhras,Barazinbar/Baraz,,,,,,,,,,,,,,,,,206272.7846,740966016.1,,Misty Mountains,,Current,Mountains_of_Moria,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains_of_Moria.shp,,,,,,,,,,,,POINT (3594621.8722239607 2611680.899635212)
195,MT020,Fanuidhol,MT020,Mountain,Khazad-dûm,,,,One of the Mountains of Moria,Cloudyhead,Cloudyhead,,Fanuidhol,Bundushathûr/Shathûr,,,,,,,,,,,,,,,,,294495.0403,1523281703,,Misty Mountains,,Current,Mountains_of_Moria,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains_of_Moria.shp,,,,,,,,,,,,POINT (3669642.3949695975 2577349.122116944)
196,MT006,Caradhras,MT006,Mountain,Khazad-dûm,Mountain is actively hostile,,,One of the Mountains of Moria,Redhorn,Redhorn,,Caradhras,Barazinbar/Baraz,,,,,,,,,,,,,,,,,221891.8394,904526360.1,,Misty Mountains,,Proposed,Mountains_of_Moria,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains_of_Moria.shp,,,,,,,,,,,,POINT (3627867.627007515 2649147.095198514)
197,MT020,Fanuidhol,MT020,Mountain,Khazad-dûm,,,,One of the Mountains of Moria,Cloudyhead,Cloudyhead,,Fanuidhol,Bundushathûr/Shathûr,,,,,,,,,,,,,,,,,289319.6321,1003501385,,Misty Mountains,,Proposed,Mountains_of_Moria,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains_of_Moria.shp,,,,,,,,,,,,POINT (3703547.515003602 2616437.1627954524)
198,SW002,Dead Marshes,SW002,Wetland,None,Dead faces,x,,,Dead Marshes,,,,,,,,,,,,,,,,,,,,,283064.9457,2601027941,,,,,,,,,,,,,,,,,,POINT (3996002.510434612 2213257.7340661217)
199,SW014,Swanfleet,SW014,Marsh,Eriador,Swans,x,,,Swanfleet,,,"Nîn-in-Eilph (""water-lands of the Swans"")",,,,,,,,,,,,,,,,,,132608.0816,1029769580,,,,,,,,,,,,,,,,,,POINT (3299324.433819938 2467758.705699681)
200,SW013,Rushock Bog,SW013,Swamp,The Shire,,x,SH102,,Rushock Bog,,,,,,Ryscuc (Old Hobbitish),,,,,,,,,,,,,,,25364.75091,42011783.17,,,,,,,,,,,,,,,,,,POINT (3054971.980773097 2738320.1843660455)
201,SW012,Overbourn Marshes,SW012,Marsh,The Shire,,x,SH101,,Overbourn Marshes,,,,,,,,,,,,,,,,,,,,,97889.46284,493316931.4,,,,,,,,,,,,,,,,,,POINT (3116280.59441151 2667984.468759546)
202,SW011,Nindalf,SW011,Swamp,Gondor,None,x,GD071,,"""wet flat field""",Wetwang,,Nindalf,,,,,,,,,,,,,,,,,,327250.7432,4034835096,,,,,,,,,,,,,,,,,,POINT (3934007.466728113 2143439.7515307846)
203,SW010,Midgewater Marshes,SW010,Marsh,Abandoned,None,x,,,Midgewater Marshes,,,,,,,,,,,,,,,,,,,,,97605.8763,503358492.6,,,,,,,,,,,,,,,,,,POINT (3228195.525396515 2741901.0500927595)
204,SW008,Marish,SW008,Bog,The Shire,Stoors (Hobbits),x,SH100,,Marish,,,,,,,,,,,,,,,,,,,,,41502.88439,40544878.05,,,,,,,,,,,,,,,,,,POINT (3121266.3259646366 2702588.318098321)
205,SW007,Long Marshes,SW007,Marsh,Rhovanion,,x,,,Long Marshes,,,,,,,,,,,,,,,,,,,,,107605.4822,422590336.7,,,,,,,,,,,,,,,,,,POINT (4049432.822753838 2863275.8326066355)
206,SW006,Gladden Fields,SW006,Marsh,Rhovanion,Servants of Sauron searching for the One Ring,x,FI012,,Gladden Fields,,,Loeg Ningloron,,,,,,,,,,,,,,,,,,153041.0576,705004008.2,,,,,,,,,,,,,,,,,,POINT (3788710.8174551837 2721505.6824261053)
207,SW004,Fenmark,SW004,Marsh,Rohan,,x,,,Fenmark; Fenmarch,,,,,,,,,,,,,,,,,,,,,141350.2931,221808571.4,,,,,,,,,,,,,,,,,,POINT (3809323.67670801 2108464.2546822033)
208,VA041,Tarlang's Neck,VA041,Pass,,,x,GD098,,Tarlang's Neck,,,,,,,,,,,,,,,,,,,,,75192.20729,184900080.5,,,,,,,,,,,,,,,,,,POINT (3643601.6754605635 2035622.5632633222)
209,VA021,Udûn (valley),VA021,Valley,,Orcs,x,MO030,,"""dark pit/Underworld""; ""hell""",,,Udûn,,,,,,,,,,,,,,,,,,190107.3821,1250446316,,,,,,,,,,,,,,,,,,POINT (4056659.0780643723 2111683.2649743874)
210,VA026,Withered Heath,VA026,Valley,,Dragons,x,,,Withered Heath,,,,,,,,,,,,,,,,,,,,,468566.391,3438370090,,,,,,,,,,,,,,,,,,POINT (3929965.296564834 3003793.1837727376)
211,VA026,Withered Heath,VA026,Valley,,Dragons,x,,,Withered Heath,,,,,,,,,,,,,,,,,,,,,468566.391,3438370090,,,,,,,,,,,,,,,,,,POINT (4033633.6539503536 2995500.8745616158)
212,VA031,Cirith Gorgor,VA031,Guarded Pass,,Orcs,x,MO032,Sealed by the Black Gate (DO004; FT005; MO002),"""pass of extreme horror""",,,Cirith Gorgor,,,,,,,,,,,,,,,,,,39882.80138,45566239.42,,,,,,,,,,,,,,,,,,POINT (4052496.8757599695 2148364.246808535)
213,VA030,Carach Angren,VA030,Guarded Pass,,Orcs,x,MO004,,"""Iron-mouth""",Isenmouthe (archaic),,Carach Angren,,,,,,,,,,,,,,,,,,21817.1344,12797043.25,,,,,,,,,,,,,,,,,,POINT (4069609.7803597855 2089314.772792787)
214,VA034,Cirith Ungol,VA034,Pass,,"Orcs, Shelob",x,MO006,,"""Spider's Cleft""",,,Cirith Ungol; Cirith Dúath (formerly),,,,,,,,,,,,,,,,,,97530.34256,88587950.75,,,,,,,,,,,,,,,,,,POINT (4056719.042355911 1970866.8117175254)
215,VA037,North Stair,VA037,Stair,,Uninhabited,x,GD073,,North Stair,,,,,,,,,,,,,,,,,,,,,37772.68529,9866000.81,,,,,,,,,,,,,,,,,,POINT (3897829.212682368 2175338.8300089226)
216,VA036,High Pass,VA036,Pass,,Beornings,x,,"There is a lower pass at the same location, but it's normally blocked by orcs",High Pass; Pass of Imladris,,,"Cirith Forn en Andrath (""the high-climbing pass of the north"")",,,,,,,,,,,,,,,,,,228985.3471,169766756,,,,,,,,,,,,,,,,,,POINT (3723724.019941869 2822149.110508299)
217,VA035,Dimrill Stair,VA035,Pass,,Caradhras,x,RD010,,Dimrill Stair,,,,,,,,,,,,,,,,,,,,,8863.276187,3761022.298,,,,,,,,,,,,,,,,,,POINT (3672256.449878395 2544559.5333409086)
218,VA028,Andrath,VA028,Defile,,Black Riders,x,,,"""Long Climb""",,,Andrath,,,,,,,,,,,,,,,,,,316267.1591,672849104.3,,,,,,,,,,,,,,,,,,POINT (3223178.127155228 2673605.2637417368)
219,VA018,Stonewain Valley,VA018,Valley,,Gondorians,x,GD096,,Stonewain Valley,,Nand' Ondolunkava; Ondolunkanan(do),"Nan Gondresgion; Imrath Gondraich (""Stonewain Valley"")",,Stānwægna Dæl,,,,,,,,,,,,,,,,93936.61341,98041683.34,,,,,,,,,,,,,,,,,,POINT (3932871.895168329 2009635.8920997106)
220,VA017,Ringló Vale,VA017,Valley,,Gondorians,x,GD088,,Ringló Vale,,,,,,,,,,,,,,,,,,,,,105118.9341,92584102.03,,,,,,,,,,,,,,,,,,POINT (3782263.756929363 1990360.9084992371)
221,VA014,Nan Curunír,VA014,Valley,,Saruman,x,,,"""Saruman's Vale""",,,Nan Curunír,,,,,,,,,,,,,,,,,,144541.9496,1050360166,,,,,,,,,,,,,,,,,,POINT (3495638.4903692184 2290751.599086192)
222,VA013,Morgul Vale,VA013,Valley,,Orcs,x,MO015,,"Morgul Vale; ""Deep/Narrow Valley of Black Sorcery""",,,Imlad Morgul,,,,,,,,,,,,,,,,,,81271.27952,58037173.85,,,,,,,,,,,,,,,,,,POINT (4044011.8336292184 1973722.2867300985)
223,VA020,Tumladen (Gondor),VA020,Valley,,Gondorians,x,GD103,,"""Valley of Smoothness""",,,Tumladen,,,,,,,,,,,,,,,,,,103883.1925,122287107.9,,,,,,,,,,,,,,,,,,POINT (3883075.519093936 1926071.3845801097)
224,VA011,Imloth Melui,VA011,Valley,,Gondorians,x,GD054,,"""sweet flower-valley""",,,Imloth Melui,,,,,,,,,,,,,,,,,,347954.8312,586143817.7,,,,,,,,,,,,,,,,,,POINT (3933833.3970840327 1894120.5912449146)
225,VA008,Harrowdale,VA008,Valley,,Rohirrim,x,RH027,,Harrowdale,,,,,,,,,,,,,,,,,,,,,55617.68622,37099426.51,,,,,,,,,,,,,,,,,,POINT (3580342.7292272956 2127469.3129603746)
226,VA006,Entwash Vale,VA006,Valley,,Rohirrim,x,RH018,,Entwash Vale,,,,,,,,,,,,,,,,,,,,,248906.8652,469792128.5,,,,,,,,,,,,,,,,,,POINT (3790250.9328801837 2132439.046300813)
227,VA005,Dwimorberg glen,VA005,Glen,,Uninhabited,x,RH012,Not given an official name in Tolkien's work,,,,,,,,,,,,,,,,,,,,,,1904.227546,252439.4954,,,,,,,,,,,,,,,,,,POINT (3579884.869964668 2116551.105369368)
228,VA004,Dimrill Dale,VA004,Valley,,Uninhabited,x,,,Dimrill Dale,,,Nanduhirion,Azanulbizar,,,,,,,,,,,,,,,,,12182.26265,6059189.18,,,,,,,,,,,,,,,,,,POINT (3674008.9781923518 2539338.7483991603)
229,VA003,Deeping-coomb,VA003,Valley,,Rohirrim,x,RH007,,Deeping-coomb,,,,,,,,,,,,,,,,,,,,,13146.23422,7577270.44,,,,,,,,,,,,,,,,,,POINT (3495126.6704642763 2200340.782399235)
230,VA001,Blackroot Vale,VA001,Valley,,Gondorians,x,GD007,,Blackroot Vale,,,"Mornan (""dark valley"")",,,,,,,,,,,,,,,,,,169360.2973,296234842.1,,,,,,,,,,,,,,,,,,POINT (3574768.28728945 2044896.7161264203)
231,VA025,Water-valley,VA025,Valley,,Hobbits,x,SH055,,Water-valley,,,,,,,,,,,,,,,,,,,,,184443.7455,446399966.6,,,,,,,,,,,,,,,,,,POINT (3098559.599798975 2728673.8556577964)
232,VA040,Paths of the Dead,VA040,Pass,,Dead Men,x,RD030,,Paths of the Dead,,,,,,,,,,,,,,,,,,,,,130750.9093,63589380.09,,,,,,,,,,,,,,,,,,POINT (3581974.059161643 2087262.9299317445)
233,RI003,Anduin,RI003,,,,x,,,Great River; Great River of Wilderland,,,Anduin,,Langflood,,,,,,,,,,,,,,,,1398387.204,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Bay of Belfalas (BA003),"Rhimdath (RI066), Gladden (RI031), Celebrant (RI014), Limlight (RI049), Entwash (RI085), Morgulduin (RI056), Erui (RI023), Sirith (RI077), Poros (RI064)",,,,,,,,,POINT (3863552.8734884304 2359092.2443350535)
234,RI006,Baranduin,RI006,,,,x,SH060,,Brandywine,"Branda-nîn (Hobbitish Westron; ""border water""); Bralda-hîm (""heady ale"")",,"Baranduin (""golden-brown river"")",,,,,,,,,,,,,,,,,,674476.1696,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Belegaer,"The Water (RI080), Shirebourn (RI073), Withywindle (RI083), Norbourn (RI062), Stock-brook (RI093)",,,,,,,,,POINT (3075215.8494579005 2626451.432740082)
235,RI011,Bruinen,RI011,,,,x,,,Loudwater,,,Bruinen,,,,,,,,,,,,,,,,,,418822.2167,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Hoarwell (RI040),"At least two, unnamed",,,,,,,,,POINT (3551347.411872224 2712459.9991072444)
236,RI013,Carnen,RI013,,,,x,,,Redwater,,,Carnen,,,,,,,,,,,,,,,,,,198801.554,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,River Running (RI069),,,,,,,,,,POINT (4231351.3743636105 2802945.0828497442)
237,RI061,Nimrodel (river),RI061,,,,x,,"Water from this stream is said to be ""healing to the weary""",,,,Nimrodel,,,,,,,,,,,,,,,,,,69776.28009,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Celebrant (RI014),,,,,,,,,,POINT (3663644.286788894 2495001.727006341)
238,RI014,Celebrant,RI014,,,,x,,,Silverlode,,,Celebrant,Kibil-nâla,,,,,,,,,,,,,,,,,119707.4981,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),Nimrodel (RI061),,,,,,,,,POINT (3703914.2718492476 2512499.904072975)
239,RI018,Ciril,RI018,,,,x,GD017,,,,,,,,Ciril/Kiril (unknown origin),,,,,,,,,,,,,,,131445.5302,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Ringló (RI067),,,,,,,,,,POINT (3655694.3322732584 1971285.1257930489)
240,RI022,Enchanted River,RI022,,,,x,,,Enchanted River,,,Gûlduin; Gûlhir,,,,,,,,,,,,,,,,,,126788.0028,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Forest River (RI027),,,,,,,,,,POINT (3983607.9722370277 2826447.960767556)
241,RI023,Erui,RI023,,,,x,GD036,,"""single/alone""",,,Erui,,,,,,,,,,,,,,,,,,107114.0366,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),None,,,,,,,,,POINT (3935357.335454074 1900321.013234441)
242,RI029,Gilrain,RI029,,,,x,GD042,,"""spark wander/stray""",,,Gilrain,,,,,,,,,,,,,,,,,,179960.8552,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Serni (RI072),"At least one, unnamed",,,,,,,,,POINT (3778224.4667625166 1912894.1095979754)
243,RI032,Glanduin,RI032,,,,x,,,"""Border river""; Swanfleet river",,,Glanduin,,,,,,,,,,,,,,,,,,264312.8199,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Gwathló (RI038),Sirannon (RI092),,,,,,,,,POINT (3402527.1537170517 2448482.7358924765)
244,RI035,Greylin,RI035,,,,x,,,"""the noisy one""",,,,,Greylin?,,,,,,,,,,,,,,,,78547.1184,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),"At least one, unnamed",,,,,,,,,POINT (3769905.5427344935 2967192.9021964003)
245,RI038,Gwathló,RI038,,,,x,,,Greyflood,,,"Gwathló (""Shadowy river from the fens""); Gwathir (""River of Shadow"")",,,,,,,,,,,,,,,,,,450028.2497,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Belegaer,"Hoarwell (RI040), Glanduin (RI032)",,,,,,,,,POINT (3256362.4696607674 2441525.8001919477)
246,RI039,Harnen,RI039,,,,x,,,"""South Water""",,,Harnen,,,,,,,,,,,,,,,,,,227125.0322,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Belegaer,,,,,,,,,,POINT (4166197.193185532 1587513.6535206202)
247,RI040,Hoarwell,RI040,,,,x,,,"Hoarwell; ""grey spring""",,,"Mitheithel (""grey spring"")",,,,,,,,,,,,,,,,,,404559.5298,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Gwathló (RI038),Bruinen (RI011),,,,,,,,,POINT (3481680.1167936525 2776804.7950572106)
248,RI042,Langwell,RI042,,,,x,,,Langwell,,,,,Langwell?,,,,,,,,,,,,,,,,87380.00087,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),,,,,,,,,,POINT (3724056.3918290073 2946710.173835417)
249,RI043,Lefnui,RI043,,,,x,GD059,,"""fifth""",,,Lefnui,,,,,,,,,,,,,,,,,,427946.7413,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Bay of Belfalas (BA003),,,,,,,,,,POINT (3271048.0406559343 1966716.678934787)
250,RI045,Lhûn,RI045,,,,x,,,,Lune,,"Lhûn (not valid Sindarin); Sîr Luin (""Blue River"")",,,"Lhûn (Noldorin, ""Blue"")",,,,,,,,,,,,,,,381987.7797,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Gulf of Lune (BA012),Little Lune (RI052); unnamed others,,,,,,,,,POINT (2914412.413593459 2947008.711584888)
251,RI049,Limlight,RI049,,,,x,,,Limlight,,,,,,Limlaith; Limlich; Limliht; Limhîr,,,,,,,,,,,,,,,238665.0932,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),,,,,,,,,,POINT (3698982.353363458 2414242.1287257867)
252,RI052,Little Lune,RI052,,,,x,,,Little Lune,,,,,,,,,,,,,,,,,,,,,88379.23359,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Lune (RI045),,,,,,,,,,POINT (2863955.1288943593 3020529.454951411)
253,RI056,Morgulduin,RI056,,,,x,GD065; MO016,,"""black magic river""",,,Morgulduin,,,,,,,,,,,,,,,,,,89356.74838,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),,,,,,,,,,POINT (4021458.1115715527 1975249.9105248812)
254,RI057,Morthond,RI057,,,,x,GD066,,Blackroot,,,Morthond,,,,,,,,,,,,,,,,,,265595.0785,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Ringló (RI067),Calenhir (RI012),,,,,,,,,POINT (3559381.483760998 1989606.363605936)
255,RI062,Norbourn,RI062,,,,x,,,Norbourn,,,,,,,,,,,,,,,,,,,,,45521.60476,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Bywater Pool (LA002),,,,,,,,,,POINT (3087048.214624004 2746514.7356114285)
256,RI064,Poros,RI064,,,,x,,,,,,,,,Poros (unknown),,,,,,,,,,,,,,,210303.78,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),,,,,,,,,,POINT (3948657.7383950395 1761338.5320752764)
257,RI066,Rhimdath,RI066,,,,x,,,Rushdown,,,,,,Rhimdath (Noldorin),,,,,,,,,,,,,,,54768.09671,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),,,,,,,,,,POINT (3770757.342462055 2860208.273149173)
258,RI067,Ringló,RI067,,,,x,GD087,,"""cold fenland""",,,Ringló,,,,,,,,,,,,,,,,,,281073.4353,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Cobas Haven (BA007),Ciril (RI018),,,,,,,,,POINT (3690885.3546709963 1946555.8477993498)
259,RI069,River Running,RI069,,,,x,,,River Running,,,Celduin,,,,,,,,,,,,,,,,,,627965.5899,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Sea of Rhûn,"Forest River (RI027), unnamed tributary, Carnen (RI013)",,,,,,,,,POINT (4239171.399676279 2714954.028446581)
260,RI072,Serni,RI072,,,,x,GD089,,"""stony""",,,Serni,,,,,,,,,,,,,,,,,,190704.4925,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Bay of Belfalas (BA003),Gilrain (RI029),,,,,,,,,POINT (3808627.1738168416 1863237.81273949)
261,RI073,Shirebourn,RI073,,,,x,SH043,,"Shirebourn; ""River of the Shire""; ""Bright-stream""",,,,,,Scirburna (Old Hobbitish),,,,,,,,,,,,,,,71531.90543,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Baranduin (RI006),Thistle Brook (RI094),,,,,,,,,POINT (3096701.614473392 2680237.312034109)
262,RI077,Sirith,RI077,,,,x,GD090,,"""a flowing""",,,Sirith,,,,,,,,,,,,,,,,,,149353.0744,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),Celos (RI017),,,,,,,,,POINT (3882170.562056732 1897585.1610605838)
263,RI017,Celos,RI017,,,,x,GD016,,"""flow out swiftly""",,,Celos,,,,,,,,,,,,,,,,,,84260.60051,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Sirith (RI077),,,,,,,,,,POINT (3857286.2757686805 1945172.1832330723)
264,RI080,The Water,RI080,,,,x,SH061,,The Water; the Shire-water,,,,,,,,,,,,,,,,,,,,,135313.3452,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Baranduin (RI006),,,,,,,,,,POINT (3074876.1358724213 2738408.581997131)
265,RI083,Withywindle,RI083,,,,x,,,"Withywindle; ""willow spindle/reel""",,,,,,Withigwindel (Old Hobbitish),,,,,,,,,,,,,,,51812.54175,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Baranduin (RI006),,,,,,,,,,POINT (3143268.247286354 2689902.5627441504)
266,RI084,Adorn,RI084,,,,x,RH046,,,,,,,,Adorn (pre-Númenórean origin),,,,,,,,,,,,,,,212357.3848,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Isen (RI086),,,,,,,,,,POINT (3385547.1565331817 2150935.9192626434)
